TS_Type,ISO3,Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,FirstReportedOn,Reported,Change,Change_Percentage,Change_5,Change_Percentage_5,Change_8,Change_Percentage_8,World_Code,World,Continent_Code,Continent,Continental_SubRegion_Code,Continental_SubRegion,Intermediary_Region_Code,Intermediary_Region
DEATHS,NAM,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,18.0,Southern Africa
DEATHS,NCL,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,9.0,Oceania,54.0,Melanesia,54.0,Melanesia
DEATHS,NIC,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
DEATHS,NPL,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,34.0,Southern Asia,34.0,Southern Asia
DEATHS,NZL,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,9.0,Oceania,53.0,Australia and New Zealand,54.0,Melanesia
DEATHS,OMN,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
DEATHS,PNG,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,9.0,Oceania,54.0,Melanesia,57.0,Micronesia
DEATHS,PYF,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,9.0,Oceania,61.0,Polynesia,61.0,Polynesia
DEATHS,QAT,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
DEATHS,REU,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,RWA,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,SEN,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
DEATHS,SLV,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,13.0,Central America
DEATHS,SOM,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,SUR,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
DEATHS,SVK,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2020-03-18,0,0,0,-1,0,0,0,1.0,World,150.0,Europe,151.0,Eastern Europe,151.0,Eastern Europe
DEATHS,SWZ,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,18.0,Southern Africa
DEATHS,SXM,Sint Maarten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
DEATHS,SYC,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,SYR,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
DEATHS,TCD,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,17.0,Middle Africa
DEATHS,TGO,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,11.0,Western Africa
DEATHS,TLS,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
DEATHS,TZA,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,UGA,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,URY,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
DEATHS,UZB,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,143.0,Central Asia,143.0,Central Asia
DEATHS,VAT,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,150.0,Europe,39.0,Southern Europe,39.0,Southern Europe
DEATHS,VCT,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,29.0,Caribbean
DEATHS,VEN,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,19.0,Americas,419.0,Latin America and the Caribbean,5.0,South America
DEATHS,VNM,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,142.0,Asia,35.0,South-eastern Asia,35.0,South-eastern Asia
DEATHS,ZAF,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,18.0,Southern Africa
DEATHS,ZMB,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FirstReportedOn,0,0,0,0,0,0,0,1.0,World,2.0,Africa,202.0,Sub-Saharan Africa,14.0,Eastern Africa
DEATHS,PSE,Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2020-03-25,-1,-1,0,-1,0,-1,0,1.0,World,142.0,Asia,145.0,Western Asia,145.0,Western Asia
